     4.73572e-07      2.33904e-07      9.12578e-07 0
     1.05883e-06      1.96751e-07      4.83249e-07 0
     1.00148e-06      1.80317e-07      5.89468e-07 0
     9.46641e-07      1.04296e-07      1.01046e-06 0
     8.55006e-07       7.9062e-08      3.23467e-08 0
7.618430000000001e-08      5.47233e-08      5.14926e-07 0
     1.01388e-06       2.0081e-07      8.87462e-07 0
      7.1698e-07      1.90583e-07      9.09874e-07 0
     5.28668e-07      5.73935e-08      4.60423e-07 0
     8.40618e-07      4.86516e-08      2.93894e-07 0
     3.80738e-09      1.37966e-07      1.00981e-06 0
     7.38981e-07      2.23943e-07      1.00056e-06 0
     6.45833e-07      1.32542e-07       8.8495e-07 0
     7.92368e-07      1.35145e-07      1.14208e-06 0
     5.01308e-08      1.80938e-07      5.87196e-07 0
     1.56838e-07       1.7049e-07       1.1787e-06 0
     5.87974e-07       1.2609e-07      1.73828e-07 0
     7.23971e-07      2.08718e-07      3.20573e-07 0
     9.58242e-08       2.1843e-07      4.51844e-07 0
      6.1906e-07      1.86819e-07       1.1553e-06 0
     3.71691e-07 9.795060000000001e-08       8.0401e-07 0
     2.78095e-07      2.04671e-07      5.89212e-07 0
      1.1109e-06      1.65417e-07      7.53869e-07 0
     9.90383e-07      1.71667e-07       7.5503e-08 0
     1.13628e-06      1.84764e-07        1.068e-06 0
     1.84749e-07       1.6342e-07      7.56219e-07 0
     1.02772e-06      2.10285e-07      7.53207e-07 0
     1.12358e-06      1.16073e-07      8.65972e-08 0
     9.75214e-07       5.4028e-08      4.35361e-07 0
     2.52917e-07      1.07456e-07      2.39092e-07 0
     8.56256e-07       2.3208e-07      7.21319e-07 0
     1.09819e-06      1.04024e-07      2.20863e-07 0
     8.79948e-07      1.73133e-07      6.01327e-07 0
     1.01526e-06      1.14185e-07      8.40365e-07 0
     6.85076e-07      1.62917e-07      1.49776e-07 0
     2.23051e-07      1.83299e-07       9.4978e-07 0
     6.61448e-07      1.83666e-07      1.02674e-06 0
     6.00928e-07      8.46915e-08      9.70061e-07 0
     7.67351e-07      1.07508e-07      8.56982e-07 0
     5.97442e-07       1.4879e-07      6.69199e-07 0
      1.1656e-06      1.22815e-07      6.35579e-07 0
     1.01113e-07      2.09337e-07      7.51389e-07 0
     9.04686e-07      5.07361e-08      5.60027e-07 0
     7.84692e-08      1.07859e-07      9.18144e-07 0
     3.84927e-07      1.51213e-07      4.06491e-07 0
     3.43181e-07      4.75021e-08       4.9125e-07 0
      8.1544e-07       1.7126e-07 9.962019999999999e-07 0
     4.42503e-07      1.12341e-07      1.58056e-07 0
     4.33967e-09      1.01381e-07      2.91523e-07 0
     5.32977e-07      1.19301e-07       5.8416e-07 0
     7.63115e-07      6.15831e-08      4.34975e-07 0
     6.62203e-07       1.0428e-07      3.24223e-07 0
     3.80888e-07      5.10706e-08       9.8034e-07 0
     4.36661e-07      9.93417e-08       6.6024e-07 0
     1.03837e-06      1.63282e-07      1.05245e-06 0
     1.04451e-07      9.41034e-08      9.83954e-08 0
     1.16318e-06      1.35856e-07      3.64265e-07 0
     3.42066e-07      1.94029e-07      2.22535e-07 0
     8.84644e-07       2.2677e-07       8.2862e-07 0
     4.97787e-07      1.87869e-07      1.08932e-06 0
     4.30407e-07      2.54806e-07      1.03822e-06 0
     1.08195e-06      1.14536e-07      1.13984e-06 0
     4.44353e-07      2.25775e-07      3.98196e-07 0
      1.9205e-07      2.01398e-07      3.39088e-07 0
     1.19337e-06      1.98628e-07 7.312410000000001e-08 0
     6.93683e-07      2.20766e-07 5.472929999999999e-07 0
     6.30899e-08      1.28318e-07      7.64787e-07 0
     2.79013e-07      1.43686e-07      6.83901e-07 0
     2.94191e-07       1.3696e-07      5.24309e-07 0
     5.29176e-07      1.96167e-07      1.35139e-07 0
     8.72132e-07 8.428750000000001e-08       9.0839e-07 0
     1.16291e-06      7.12514e-08      9.35198e-07 0
     2.79465e-07      6.32814e-08      1.06285e-06 0
     2.88104e-07      1.59626e-07      1.08732e-06 0
     8.86046e-07      9.00418e-08      2.06555e-07 0
     1.08725e-06 8.292469999999999e-08      5.60454e-07 0
      4.5129e-07      2.26143e-07      5.22368e-07 0
     8.13807e-07      1.81552e-07      4.90992e-07 0
     1.22411e-07      2.38401e-07      1.48304e-07 0
     1.17041e-06      4.69713e-08      3.53853e-07 0
     7.70816e-07      1.98652e-07 7.927269999999999e-07 0
      8.1459e-07      1.98483e-07      3.50291e-07 0
     9.81866e-07      1.54248e-07       4.4208e-07 0
     1.21757e-07      1.85347e-07      9.48963e-07 0
     6.48209e-07      4.73265e-08      8.15177e-07 0
     7.19668e-07      4.80718e-08      9.16811e-07 0
     8.55339e-07       1.1958e-07      1.06438e-06 0
